id,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,team,year,name,position,HT,WT,Bats,Throws,DOB,Birth_location
32,265,15,34,5,9,1,1,0,2,0,blue jays,83,tony fernandez,infield,"Ht: 6'2"""," 175 Ibs,", 8, R,6/30/62,§ P 
32,.270,88,233,29,68,5,3,3,19,5,blue jays,84,tony fernandez,infield,"Ht: 6'2"""," 175 Ibs,", 8, R,6/30/62,§ P 
32,.310,163,687,91,213,33,9,10,65,25,blue jays,86,tony fernandez,infield,"Ht: 6'2"""," 175 Ibs,", 8, R,6/30/62,§ P 
32,.287,154,648,76,186,41,4,5,70,1,blue jays,88,tony fernandez,infield,"Ht: 6'2"""," 175 Ibs,", 8, R,6/30/62,§ P 
32,.272,145,568,81,152,27,5,4,38,23,padres,91,tony fernandez,infield,"Ht: 6'2"""," 175 Ibs,", 8, R,6/30/62,§ P 
32,.275,165,622,84,171,32,4,4,3,20,padres,92,tony fernandez,infield,"Ht: 6'2"""," 175 Ibs,", 8, R,6/30/62,§ P 
32,.279,104,366,50,102,18,66,8,50,12,reds,94,tony fernandez,infield,"Ht: 6'2"""," 175 Ibs,", 8, R,6/30/62,§ P 
32,.279,104,366,50,102,18,66,8,50,12,mets,94,tony fernandez,infield,"Ht: 6'2"""," 175 Ibs,", 8, R,6/30/62,§ P 
32,.245,108,384,57,94,20,2,5,45,6,yankees,95,tony fernandez,infield,"Ht: 6'2"""," 175 Ibs,", 8, R,6/30/62,§ P 
32,.286,120,409,55,117,21,1,11,44,6,indians,97,tony fernandez,infield,"Ht: 6'2"""," 175 Ibs,", 8, R,6/30/62,§ P 
34,.249,150,493,48,123,17,1,5,54,1,white sox,90,robin ventura,third base,"Ht: 61"""," 198Ibs,", L, R,7/14/67,"Santa Maria, CA"
34,.284,157,606,92,172,25,1,23,100,2,white sox,91,robin ventura,third base,"Ht: 61"""," 198Ibs,", L, R,7/14/67,"Santa Maria, CA"
34,.282,157,592,85,167,38,1,16,93,2,white sox,92,robin ventura,third base,"Ht: 61"""," 198Ibs,", L, R,7/14/67,"Santa Maria, CA"
34,.262,157,554,85,14,27,1,22,94,1,white sox,93,robin ventura,third base,"Ht: 61"""," 198Ibs,", L, R,7/14/67,"Santa Maria, CA"
34,.282,109,401,57,113,15,1,18,78,3,white sox,94,robin ventura,third base,"Ht: 61"""," 198Ibs,", L, R,7/14/67,"Santa Maria, CA"
34,.295,135,492,79,145,22,0,26,93,4,white sox,95,robin ventura,third base,"Ht: 61"""," 198Ibs,", L, R,7/14/67,"Santa Maria, CA"
34,.287,158,586,96,168,31,2,34,105,1,white sox,96,robin ventura,third base,"Ht: 61"""," 198Ibs,", L, R,7/14/67,"Santa Maria, CA"
34,.262,54,188,27,48,10,1,6,26,0,white sox,97,robin ventura,third base,"Ht: 61"""," 198Ibs,", L, R,7/14/67,"Santa Maria, CA"
36,.294,156,554,79,163,26,4,15,82,7,astros,91,jeff bagwell,first base,"Ht: 6'0""", 195lbs , R, A,5/27/68,"Boston, MS "
36,.273,162,586,87,160,34,6,18,96,10,astros,92,jeff bagwell,first base,"Ht: 6'0""", 195lbs , R, A,5/27/68,"Boston, MS "
36,320,142,535,76,171,37,4,20,88,13,astros,93,jeff bagwell,first base,"Ht: 6'0""", 195lbs , R, A,5/27/68,"Boston, MS "
36,.368,110,400,104,147,32,2,39,116,15,astros,94,jeff bagwell,first base,"Ht: 6'0""", 195lbs , R, A,5/27/68,"Boston, MS "
36,.290,114,448,88,130,29,0,21,87,12.,astros,95,jeff bagwell,first base,"Ht: 6'0""", 195lbs , R, A,5/27/68,"Boston, MS "
36,315,162,568,111,179,48,2,31,120,21,astros,96,jeff bagwell,first base,"Ht: 6'0""", 195lbs , R, A,5/27/68,"Boston, MS "
36,.286,162,566,109,162,40,2,43,135,31,astros,97,jeff bagwell,first base,"Ht: 6'0""", 195lbs , R, A,5/27/68,"Boston, MS "
36,304,147,540,124,164,33134,11,19,4,NA,astros,98,jeff bagwell,first base,"Ht: 6'0""", 195lbs , R, A,5/27/68,"Boston, MS "
37,272,8,94,152,30,2,20,59,0,NA,red sox,87,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,272,8,94,152,30,2,20,59,0,NA,reds,87,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.294,144,540,93,159,37,5,18,92,2,red sox,88,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.294,144,540,93,159,37,5,18,92,2,reds,88,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.303,97,399,73,121,19,6,12,61,21,red sox,89,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.303,97,399,73,121,19,6,12,61,21,reds,89,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.296,152,588,89,174,33,8,21,89,9,red sox,90,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.296,152,588,89,174,33,8,21,89,9,reds,90,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.251,130,474,56,119,33,3,14,58,6,red sox,91,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.251,130,474,56,119,33,3,14,58,6,reds,91,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.255,66,235,35,60,8,3,8,30,5,red sox,92,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.255,66,235,35,60,8,3,8,30,5,reds,92,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.275,146,499,75,137,24,4,17,74,6,white sox,93,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.322,42,149,33,48,8,3,13,24,3,rockies,94,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.266,103,278,41,74,10,66,14,49,7,rockies,95,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.344,156,613,142,211,45,8,40,128,32,rockies,96,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
37,.290,119,424,91,123,19,2,32,82,75,rockies,97,ellis burks,outfield,"Ht: 6'2""", 205 Ibs , R, R,9/11/64,"Vicksburg, MS "
38,209,36,67,8,4,6,09,00,2,NA,reds,90,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,209,36,67,8,4,6,09,00,2,NA,mets,90,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,133,21,60,5,8,0,61,1,7,0,reds,91,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,133,21,60,5,8,0,61,1,7,0,mets,91,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,.209,123,358,32,75,7,90,7,3,3,reds,92,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,.209,123,358,32,75,7,90,7,3,3,mets,92,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,228,130,417,40,95,17,2,1,53,1,reds,93,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,228,130,417,40,95,17,2,1,53,1,mets,93,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,237,91,291,45,69,10,1,16,42,2,reds,94,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,237,91,291,45,69,10,1,16,42,2,mets,94,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,280,90,275,39,77,11,0,15,55,1,reds,95,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,280,90,275,39,77,11,0,15,55,1,mets,95,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,259,163,540,85,140,32,1,41,112,1,reds,96,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,259,163,540,85,140,32,1,41,112,1,mets,96,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,273,132,417,78,114,21,2,30,86,2,reds,97,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,273,132,417,78,114,21,2,30,86,2,mets,97,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,161,53,124,8,2,4,0,3,12,1,reds,98,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
38,161,53,124,8,2,4,0,3,12,1,mets,98,todd hundley,character(0),"Ht: 5°11""", 199 Ibs , B, R,5/27/69,"Martinsville, VA "
39,293,142,502,113,147,27,4,16,58,66,athletics,84,rickey henderson,outfield,"Ht: 5°10""", 190lbs , R, L,12/25/58,"Chicago, IL"
39,.314,143,547,146,172,28,5,24,72,80,yankees,85,rickey henderson,outfield,"Ht: 5°10""", 190lbs , R, L,12/25/58,"Chicago, IL"
39,.263,153,608,130,160,31,5,28,74,87,yankees,86,rickey henderson,outfield,"Ht: 5°10""", 190lbs , R, L,12/25/58,"Chicago, IL"
39,.291,95,358,78,104,17,3,37,41,5,yankees,87,rickey henderson,outfield,"Ht: 5°10""", 190lbs , R, L,12/25/58,"Chicago, IL"
39,.305,140,554,118,169,30,2,6,50,93,yankees,88,rickey henderson,outfield,"Ht: 5°10""", 190lbs , R, L,12/25/58,"Chicago, IL"
39,.325,136,489,119,159,33,3,28,61,65,athletics,90,rickey henderson,outfield,"Ht: 5°10""", 190lbs , R, L,12/25/58,"Chicago, IL"
39,.268,134,470,105,126,17,1,18,57,58,athletics,91,rickey henderson,outfield,"Ht: 5°10""", 190lbs , R, L,12/25/58,"Chicago, IL"
39,.283,117,396,77,112,18,3,16,46,48,athletics,92,rickey henderson,outfield,"Ht: 5°10""", 190lbs , R, L,12/25/58,"Chicago, IL"
39,260,87,296,66,77,139,0,6,20,22,athletics,94,rickey henderson,outfield,"Ht: 5°10""", 190lbs , R, L,12/25/58,"Chicago, IL"
39,300,112,407,67,122,3,1,9,54,22,athletics,95,rickey henderson,outfield,"Ht: 5°10""", 190lbs , R, L,12/25/58,"Chicago, IL"
39,.241,148,465,110,112,17,2,9,2,37,padres,96,rickey henderson,outfield,"Ht: 5°10""", 190lbs , R, L,12/25/58,"Chicago, IL"
39,236,152542,101,128,161,4,57,68,55,NA,athletics,98,rickey henderson,outfield,"Ht: 5°10""", 190lbs , R, L,12/25/58,"Chicago, IL"
40,300,130,414,54,124,23,5,3,42,5,pirates,96,jason kendall,catcher,"Ht: 60"""," 193lbs,", R, R,6/26/74,"San Diego, CA "
40,.294,144,486,71,149,36,4,8,49,18,pirates,97,jason kendall,catcher,"Ht: 60"""," 193lbs,", R, R,6/26/74,"San Diego, CA "
40,.327,149,535,95,175,36,3,12,75,26,pirates,98,jason kendall,catcher,"Ht: 60"""," 193lbs,", R, R,6/26/74,"San Diego, CA "
42,248,59,157,15,39,10,0,1,14,2,cubs,89,joe girardi,catcher,"Ht: 5°11""", 200 Ibs , R, R,10/14/64,"Peoria, IL "
42,270,133,419,36,113,24,2,1,38,8,cubs,90,joe girardi,catcher,"Ht: 5°11""", 200 Ibs , R, R,10/14/64,"Peoria, IL "
42,191,21,47,3,9,2,0,0,6,0,cubs,91,joe girardi,catcher,"Ht: 5°11""", 200 Ibs , R, R,10/14/64,"Peoria, IL "
42,270,91,270,19,73,3,1,1,12,0,cubs,92,joe girardi,catcher,"Ht: 5°11""", 200 Ibs , R, R,10/14/64,"Peoria, IL "
42,.290,86,310,35,90,14,5,3,31,6,rockies,93,joe girardi,catcher,"Ht: 5°11""", 200 Ibs , R, R,10/14/64,"Peoria, IL "
42,.278,93,330,47,91,9,4,4,8,3,rockies,94,joe girardi,catcher,"Ht: 5°11""", 200 Ibs , R, R,10/14/64,"Peoria, IL "
42,.262,125,462,63,121,17,2,88,5,3,rockies,95,joe girardi,catcher,"Ht: 5°11""", 200 Ibs , R, R,10/14/64,"Peoria, IL "
42,.294,124,422,55,124,22,3,2,45,13,yankees,96,joe girardi,catcher,"Ht: 5°11""", 200 Ibs , R, R,10/14/64,"Peoria, IL "
44,.200,13,20,1,4,400,0,0,0,0,dodgers,95,karim garcia,character(0),"Ht: 6'0""", 172lbs , L, L,10/29/75,"Ciudad Obregon, Mexico"
44,000,1,1,0,0,0,0,0,0,6,dodgers,96,karim garcia,character(0),"Ht: 6'0""", 172lbs , L, L,10/29/75,"Ciudad Obregon, Mexico"
44,128,15,39,5,5,0,0,1,8,0,dodgers,97,karim garcia,character(0),"Ht: 6'0""", 172lbs , L, L,10/29/75,"Ciudad Obregon, Mexico"
45,.211,50,123,14,2,6,1,9,5,6,astros,88,craig biggio,second base,"Ht: 5'11""", 180, R, R,12/14/85,"Smithtown, N "
45,.257,134,443,64,114,21,2,13,60,21,astros,89,craig biggio,second base,"Ht: 5'11""", 180, R, R,12/14/85,"Smithtown, N "
45,.276,150,556,53,153,24,2,4,42,2,astros,90,craig biggio,second base,"Ht: 5'11""", 180, R, R,12/14/85,"Smithtown, N "
45,.295,149,546,79,161,23,4,4,46,19,astros,91,craig biggio,second base,"Ht: 5'11""", 180, R, R,12/14/85,"Smithtown, N "
45,.277,162,613,96,170,32,3,66,39,38,astros,92,craig biggio,second base,"Ht: 5'11""", 180, R, R,12/14/85,"Smithtown, N "
45,.287,155,610,98,175,41,5,21,64,15,astros,93,craig biggio,second base,"Ht: 5'11""", 180, R, R,12/14/85,"Smithtown, N "
45,.318,114,437,988,139,44,5,6,56,39,astros,94,craig biggio,second base,"Ht: 5'11""", 180, R, R,12/14/85,"Smithtown, N "
45,.302,141,553,123,187,30,2,22,77,33,astros,95,craig biggio,second base,"Ht: 5'11""", 180, R, R,12/14/85,"Smithtown, N "
45,.288,162,605,113,174,24,4,16,75,2,astros,96,craig biggio,second base,"Ht: 5'11""", 180, R, R,12/14/85,"Smithtown, N "
45,309,162,619,146,191,37,8,22,81,47,astros,97,craig biggio,second base,"Ht: 5'11""", 180, R, R,12/14/85,"Smithtown, N "
45,325,160,646,123,210,51.,2,20,88,50,astros,98,craig biggio,second base,"Ht: 5'11""", 180, R, R,12/14/85,"Smithtown, N "
47,.290,17,62,10,18,2,0,3,6,0,padres,86,benito santiago,catcher,NA,NA,NA,NA,NA,NA
47,.300,146,546,64,164,933,2,18,79,21,padres,87,benito santiago,catcher,NA,NA,NA,NA,NA,NA
47,.248,139,492,49,122,22,2,10,46,15,padres,85,benito santiago,catcher,NA,NA,NA,NA,NA,NA
47,.236,129,462,50,109,16,3,16,62,11,padres,89,benito santiago,catcher,NA,NA,NA,NA,NA,NA
47,.270,100,344,42,93,8,5,11,53,5,padres,90,benito santiago,catcher,NA,NA,NA,NA,NA,NA
47,.267,152,580,60,155,22,3,17,287,8,padres,91,benito santiago,catcher,NA,NA,NA,NA,NA,NA
47,.251,106,386,37,97,21,0,10,42,2,padres,92,benito santiago,catcher,NA,NA,NA,NA,NA,NA
47,.230,139,469,49,108,19,6,13,50,10,marlins,93,benito santiago,catcher,NA,NA,NA,NA,NA,NA
47,.273,101,337,35,92,14,2,11,4,1,marlins,94,benito santiago,catcher,NA,NA,NA,NA,NA,NA
47,.286,81,266,40,76,2,0,11,44,2,reds,95,benito santiago,catcher,NA,NA,NA,NA,NA,NA
47,.286,81,266,40,76,2,0,11,44,2,mets,95,benito santiago,catcher,NA,NA,NA,NA,NA,NA
47,.264,136,481,71,127,21,2,30,85,2,phillies,96,benito santiago,catcher,NA,NA,NA,NA,NA,NA
47,.243,97,341,31,83,10,0,13,42,1,blue jays,97,benito santiago,catcher,NA,NA,NA,NA,NA,NA
47,.310,15,29,3,9,5,90,0,4,0,blue jays,98,benito santiago,catcher,NA,NA,NA,NA,NA,NA
48,.235,36,68,9,16,5,00,2,4,3,athletics,91,scott brosius,third base,"Ht: 6'1""", 202 Ibs , R, R,8/15/66,"Hillsboro, OR"
48,.218,38,87,13,19,2,00,4,13,3,athletics,92,scott brosius,third base,"Ht: 6'1""", 202 Ibs , R, R,8/15/66,"Hillsboro, OR"
48,.249,70,213,26,83,0,1,6,2,6,athletics,93,scott brosius,third base,"Ht: 6'1""", 202 Ibs , R, R,8/15/66,"Hillsboro, OR"
48,.238,96,9324,31,14,1,14,49,2,8,athletics,94,scott brosius,third base,"Ht: 6'1""", 202 Ibs , R, R,8/15/66,"Hillsboro, OR"
48,.262,123,389,69,102,19,2,17,46,4,athletics,95,scott brosius,third base,"Ht: 6'1""", 202 Ibs , R, R,8/15/66,"Hillsboro, OR"
48,.304,114,428,73,130,25,0,22,71,7,athletics,96,scott brosius,third base,"Ht: 6'1""", 202 Ibs , R, R,8/15/66,"Hillsboro, OR"
48,.203,129,479,59,97,20,1,11,41,9,athletics,97,scott brosius,third base,"Ht: 6'1""", 202 Ibs , R, R,8/15/66,"Hillsboro, OR"
48,300,152,530,86,159,34,0,19,98,11,yankees,9,scott brosius,third base,"Ht: 6'1""", 202 Ibs , R, R,8/15/66,"Hillsboro, OR"
49,.200,13,20,1,4,0,0,0,0,0,tigers,9,karim garcia,"c(""of"", ""outfield"")","Ht: 6'0""", 172, L, L,10/29/75,"Ciudad Obregon, Mexico  H"
49,.200,13,20,1,4,0,0,0,0,0,dodgers,9,karim garcia,"c(""of"", ""outfield"")","Ht: 6'0""", 172, L, L,10/29/75,"Ciudad Obregon, Mexico  H"
50,297,66,232,32,69,1,1,9,2,3,tigers,90,travis fryman,third base,"Ht: 6'1""", 195, R, R,3/25/69,"Lexington, Ky"
50,.259,149,557,65,144,36,93,21,91,12,tigers,91,travis fryman,third base,"Ht: 6'1""", 195, R, R,3/25/69,"Lexington, Ky"
50,266,161,659,87,175,31,4,20,96,8,tigers,92,travis fryman,third base,"Ht: 6'1""", 195, R, R,3/25/69,"Lexington, Ky"
50,300,151,607,98,182,37,5,22,97,9,tigers,93,travis fryman,third base,"Ht: 6'1""", 195, R, R,3/25/69,"Lexington, Ky"
50,.263,114,464,66,122,34,5,18,8,2,tigers,94,travis fryman,third base,"Ht: 6'1""", 195, R, R,3/25/69,"Lexington, Ky"
50,.275,144,567,79,156,21,5,15,81,4,tigers,95,travis fryman,third base,"Ht: 6'1""", 195, R, R,3/25/69,"Lexington, Ky"
50,.268,157,616,90,165,32,3,22,100,4,tigers,96,travis fryman,third base,"Ht: 6'1""", 195, R, R,3/25/69,"Lexington, Ky"
50,274,154,595,90,163,27,3,22,102,16,tigers,97,travis fryman,third base,"Ht: 6'1""", 195, R, R,3/25/69,"Lexington, Ky"
50,287,146,557,74,160,33,2,28,96,10,indians,98,travis fryman,third base,"Ht: 6'1""", 195, R, R,3/25/69,"Lexington, Ky"
53,270,140,496,65,134,24,0,21,80,4,reds,93,jeff kent,character(0),NA,NA,NA,NA,NA,NA
53,270,140,496,65,134,24,0,21,80,4,mets,93,jeff kent,character(0),NA,NA,NA,NA,NA,NA
53,292,107,415,53,121,24,5,14,68,1,reds,94,jeff kent,character(0),NA,NA,NA,NA,NA,NA
53,292,107,415,53,121,24,5,14,68,1,mets,94,jeff kent,character(0),NA,NA,NA,NA,NA,NA
53,278,125,472,65,131,22,3,20,65,3,reds,95,jeff kent,character(0),NA,NA,NA,NA,NA,NA
53,278,125,472,65,131,22,3,20,65,3,mets,95,jeff kent,character(0),NA,NA,NA,NA,NA,NA
53,.250,155,580,90,145,38,2,29,121,11,giants,97,jeff kent,character(0),NA,NA,NA,NA,NA,NA
53,.297,137,526,94,156,37,3,31,128,9,giants,98,jeff kent,character(0),NA,NA,NA,NA,NA,NA
55,291,83,313,46,91,13,10,5,31,4,rockies,97,neifi perez,shortstop,"Ht: 6'0""", 177, B, R,6/2/75,"Villa Mella, D "
55,274,162,647,0,177,2,9,9,59,6,rockies,98,neifi perez,shortstop,"Ht: 6'0""", 177, B, R,6/2/75,"Villa Mella, D "
56,1,1,4.03,7,2,0,221,17,11,13,cardinals,91,mark clark,character(0),"Ht: 6°5""", 235, R, R,5/12/68,"Bath, Ill  “1"
56,3,10,445,20,20,0,1131,117,36,44,cardinals,92,mark clark,character(0),"Ht: 6°5""", 235, R, R,5/12/68,"Bath, Ill  “1"
56,7,58,4278,26,15,0,1091,119,25,57,indians,93,mark clark,character(0),"Ht: 6°5""", 235, R, R,5/12/68,"Bath, Ill  “1"
56,11,3,382,20,20,0,127.1,133,40,60,indians,94,mark clark,character(0),"Ht: 6°5""", 235, R, R,5/12/68,"Bath, Ill  “1"
56,9,7,527,22,21,0,124.2,143,42,68,indians,95,mark clark,character(0),"Ht: 6°5""", 235, R, R,5/12/68,"Bath, Ill  “1"
56,14,11,343,92,32,0,212.1,217,48,142,reds,95,mark clark,character(0),"Ht: 6°5""", 235, R, R,5/12/68,"Bath, Ill  “1"
56,14,11,343,92,32,0,212.1,217,48,142,mets,95,mark clark,character(0),"Ht: 6°5""", 235, R, R,5/12/68,"Bath, Ill  “1"
56,9,144.84,33,33,213.2,236,48,136,5,.,cubs,98,mark clark,character(0),"Ht: 6°5""", 235, R, R,5/12/68,"Bath, Ill  “1"
58,.242,62,211,17,51,8,1,4,2,1,mariners,98,shane monahan,outfield,"Ht: 6'0""", 195, L, R,8/12/74,"Syoet, N "
59,.235,147,527,64,124,30,5,14,.64,16,blue jays,96,alex gonzalez,"c(""ss"", ""shortstop"")","Ht: 6'0""", 190, R, R,4/8/73,"Miami, Fla Eieinasn"
59,.239,126,426,46,102,28,2,12,15,NA,blue jays,97,alex gonzalez,"c(""ss"", ""shortstop"")","Ht: 6'0""", 190, R, R,4/8/73,"Miami, Fla Eieinasn"
59,.239,158,568,70,136,28,1,13,51,21,blue jays,98,alex gonzalez,"c(""ss"", ""shortstop"")","Ht: 6'0""", 190, R, R,4/8/73,"Miami, Fla Eieinasn"
60,12,9,3.19,33,33,0,217.0,208,69,149,cardinals,97,matt morris,character(0),NA,NA,NA,NA,NA,NA
60,7,5,253,17,17,0,1132,101,42,79,cardinals,98,matt morris,character(0),NA,NA,NA,NA,NA,NA
61,321,94,274,41,88,19,3,6,8,8,royals,95,EERE DEDEDE,second base,"Ht: 9°10""", 170, L, R,11/10/64,"Whittier  Calif Petrie cca,"
61,.273,138,433,16,33,3,7,46,NA,NA,royals,96,EERE DEDEDE,second base,"Ht: 9°10""", 170, L, R,11/10/64,"Whittier  Calif Petrie cca,"
61,.279,96,147,3,0,55,NA,NA,NA,NA,braves,97,EERE DEDEDE,second base,"Ht: 9°10""", 170, L, R,11/10/64,"Whittier  Calif Petrie cca,"
61,267,109,36650,94,21,0,9,37,2,55,braves,96,EERE DEDEDE,second base,"Ht: 9°10""", 170, L, R,11/10/64,"Whittier  Calif Petrie cca,"
62,.500,5,8,4,0,0,1,2,2,NA,dodgers,89,darrin fletcher,catcher,NA,NA,NA,NA,NA,NA
62,.228,46,136,5,31,8,0,1,12,0,phillies,91,darrin fletcher,catcher,NA,NA,NA,NA,NA,NA
62,.243,83,222,13,54,10,2,2,2,0,expos,92,darrin fletcher,catcher,NA,NA,NA,NA,NA,NA
62,.255,133,396,33,101,20,1,9,60,0,expos,93,darrin fletcher,catcher,NA,NA,NA,NA,NA,NA
62,.260,94,285,28,74,18,1,10,57,09,expos,94,darrin fletcher,catcher,NA,NA,NA,NA,NA,NA
62,.286,110,350,42,100,21,41,45,09,5,expos,95,darrin fletcher,catcher,NA,NA,NA,NA,NA,NA
62,266,127,394,41,105,22,0,12,57,0,expos,96,darrin fletcher,catcher,NA,NA,NA,NA,NA,NA
62,6.277,56,310,38,8,2,7,5,1,NA,expos,97,darrin fletcher,catcher,NA,NA,NA,NA,NA,NA
62,.283,124,407,37,115,23,1,9,82,0,expos,98,darrin fletcher,catcher,NA,NA,NA,NA,NA,NA
64,.258,79,252,34,6,7,1,66,4,4,twins,96,matt lawton,outfield,"Ht: 5°10""", 186, L, R,11/3/71,"Gulfport, Mi"
64,248,142,460,74,114,29,3,14,60,7,twins,97,matt lawton,outfield,"Ht: 5°10""", 186, L, R,11/3/71,"Gulfport, Mi"
64,278,152,557,91,155,36,66,21,77,16,twins,98,matt lawton,outfield,"Ht: 5°10""", 186, L, R,11/3/71,"Gulfport, Mi"
66,.260,74,219,21,57,12,0,4,2,2,red sox,91,2,"c(""ss"", ""first base"")","Ht: 61""", 245Ibs , L, R,12/15/87,"Norwalk, CT "
66,.260,74,219,21,57,12,0,4,2,2,reds,91,2,"c(""ss"", ""first base"")","Ht: 61""", 245Ibs , L, R,12/15/87,"Norwalk, CT "
66,.297,152,539,868,160,34,1,29,101,4,red sox,93,2,"c(""ss"", ""first base"")","Ht: 61""", 245Ibs , L, R,12/15/87,"Norwalk, CT "
66,.297,152,539,868,160,34,1,29,101,4,reds,93,2,"c(""ss"", ""first base"")","Ht: 61""", 245Ibs , L, R,12/15/87,"Norwalk, CT "
66,.310,111,394,65,122,25,1,26,82,4,red sox,94,2,"c(""ss"", ""first base"")","Ht: 61""", 245Ibs , L, R,12/15/87,"Norwalk, CT "
66,.310,111,394,65,122,25,1,26,82,4,reds,94,2,"c(""ss"", ""first base"")","Ht: 61""", 245Ibs , L, R,12/15/87,"Norwalk, CT "
66,300,140,550,98,165,28,3,39,126,11,red sox,95,2,"c(""ss"", ""first base"")","Ht: 61""", 245Ibs , L, R,12/15/87,"Norwalk, CT "
66,300,140,550,98,165,28,3,39,126,11,reds,95,2,"c(""ss"", ""first base"")","Ht: 61""", 245Ibs , L, R,12/15/87,"Norwalk, CT "
66,.326,161,635,118,207,29,1,44,143,2,red sox,96,2,"c(""ss"", ""first base"")","Ht: 61""", 245Ibs , L, R,12/15/87,"Norwalk, CT "
66,.326,161,635,118,207,29,1,44,143,2,reds,96,2,"c(""ss"", ""first base"")","Ht: 61""", 245Ibs , L, R,12/15/87,"Norwalk, CT "
66,.315,141,527,91,186,24,0,35,96,2,red sox,97,2,"c(""ss"", ""first base"")","Ht: 61""", 245Ibs , L, R,12/15/87,"Norwalk, CT "
66,.315,141,527,91,186,24,0,35,96,2,reds,97,2,"c(""ss"", ""first base"")","Ht: 61""", 245Ibs , L, R,12/15/87,"Norwalk, CT "
66,337,154,609,107,205,31,2,40,115,0,red sox,98,2,"c(""ss"", ""first base"")","Ht: 61""", 245Ibs , L, R,12/15/87,"Norwalk, CT "
66,337,154,609,107,205,31,2,40,115,0,reds,98,2,"c(""ss"", ""first base"")","Ht: 61""", 245Ibs , L, R,12/15/87,"Norwalk, CT "
67,327,16,49,10,16,3,0,1,6,0,twins,7,david ortiz,first base,"Ht: 6'4""", 230, L, L,11/18/75,"Santo Domingo, D "
67,277,86,278,475775,005,NA,NA,NA,NA,NA,twins,98,david ortiz,first base,"Ht: 6'4""", 230, L, L,11/18/75,"Santo Domingo, D "
68,.184,28,38,4,7,2,0,1,2,0,white sox,95,mike cameron,outfield,"Ht: 6'2""", 190, R, R,1/8/73,"LaGrange, Ga ein"
