id,W,L,ERA,G,GS,SV,IP,H,BB,K,team,year,name,position,HT,WT,Bats,Throws,DOB,Birth_location
113,2,5,532,67,0,3,672,72,44,51,mariners,98,heathcliff slocumb,pitcher,"Ht: 53""", 220lbs , R, R,6/7/66,"Jamaica, NY"
116,6704505,16,16,0,87.1,107,42,6,NA,NA,cubs,86,jamie moyer,pitcher,"Ht: 6'0""", 170 Ibs , L, L,11/18/62,"Sellersville, PA"
116,12,15,510,35,33,0,2010,210,97,147,cubs,87,jamie moyer,pitcher,"Ht: 6'0""", 170 Ibs , L, L,11/18/62,"Sellersville, PA"
116,6,9103.4834,305,202.0,212,55,121,NA,NA,NA,cubs,8,jamie moyer,pitcher,"Ht: 6'0""", 170 Ibs , L, L,11/18/62,"Sellersville, PA"
116,4,9,496,15,15,0,76.0,84,33,44,angels,86,jamie moyer,pitcher,"Ht: 6'0""", 170 Ibs , L, L,11/18/62,"Sellersville, PA"
116,4,9,496,15,15,0,76.0,84,33,44,rangers,86,jamie moyer,pitcher,"Ht: 6'0""", 170 Ibs , L, L,11/18/62,"Sellersville, PA"
116,2,6,466,33,10,0,1021,115,39,58,angels,90,jamie moyer,pitcher,"Ht: 6'0""", 170 Ibs , L, L,11/18/62,"Sellersville, PA"
116,2,6,466,33,10,0,1021,115,39,58,rangers,90,jamie moyer,pitcher,"Ht: 6'0""", 170 Ibs , L, L,11/18/62,"Sellersville, PA"
116,0,5,574,8,7,0,311,38,16,20,cardinals,91,jamie moyer,pitcher,"Ht: 6'0""", 170 Ibs , L, L,11/18/62,"Sellersville, PA"
116,12,9,343,25,25,0,162.0,154,38,90,orioles,93,jamie moyer,pitcher,"Ht: 6'0""", 170 Ibs , L, L,11/18/62,"Sellersville, PA"
116,5,7,477,23,23,0,149.0,158,38,87,orioles,94,jamie moyer,pitcher,"Ht: 6'0""", 170 Ibs , L, L,11/18/62,"Sellersville, PA"
116,8,6,521,27,18,0,1152,117,30,65,orioles,95,jamie moyer,pitcher,"Ht: 6'0""", 170 Ibs , L, L,11/18/62,"Sellersville, PA"
116,17,5,386,30,30,0,188.2,187,43,113,mariners,97,jamie moyer,pitcher,"Ht: 6'0""", 170 Ibs , L, L,11/18/62,"Sellersville, PA"
116,15,9,3.53,34,34,0,234.1,234,42,158,mariners,98,jamie moyer,pitcher,"Ht: 6'0""", 170 Ibs , L, L,11/18/62,"Sellersville, PA"
119,2,2,635,4,4,00,222,24,15,28,yankees,87,7,pitcher,"Ht: 6'3""", 220lbs , L, L,10/23/65,"Toms River, Nd  |"
119,4,4,392,14,14,0,571,49,33,60,yankees,88,7,pitcher,"Ht: 6'3""", 220lbs , L, L,10/23/65,"Toms River, Nd  |"
119,0,0,000,4,0,0,61,2,46,1,blue jays,90,7,pitcher,"Ht: 6'3""", 220lbs , L, L,10/23/65,"Toms River, Nd  |"
119,0,0,2700,3,0,12,3,5,1,NA,blue jays,91,7,pitcher,"Ht: 6'3""", 220lbs , L, L,10/23/65,"Toms River, Nd  |"
119,0,0,900,1,0,10,41,2,0,NA,blue jays,92,7,pitcher,"Ht: 6'3""", 220lbs , L, L,10/23/65,"Toms River, Nd  |"
119,6,7,508,20,20,0,111.2,125,65,100,blue jays,94,7,pitcher,"Ht: 6'3""", 220lbs , L, L,10/23/65,"Toms River, Nd  |"
119,11,11,3.64,28,28,0,183.0,162,108,153,blue jays,95,7,pitcher,"Ht: 6'3""", 220lbs , L, L,10/23/65,"Toms River, Nd  |"
119,16,12,2.93,33,33,0,215.1,153,119,200,marlins,96,7,pitcher,"Ht: 6'3""", 220lbs , L, L,10/23/65,"Toms River, Nd  |"
119,11,9,4.34,27,27,0,151.1,133,91,132,marlins,97,7,pitcher,"Ht: 6'3""", 220lbs , L, L,10/23/65,"Toms River, Nd  |"
119,7,6,247,28,28,0,1930,151,71,174,reds,98,7,pitcher,"Ht: 6'3""", 220lbs , L, L,10/23/65,"Toms River, Nd  |"
119,7,6,247,28,28,0,1930,151,71,174,mets,98,7,pitcher,"Ht: 6'3""", 220lbs , L, L,10/23/65,"Toms River, Nd  |"
122,0,2,554,2,2,0,130,13,9,10,orioles,8,pete harnisch,pitcher,"Ht: 6'0""", 228lbs , R, R,9/23/66,"Commack, NY"
122,5,9,462,18,17,0,1031,97,64,70,orioles,89,pete harnisch,pitcher,"Ht: 6'0""", 228lbs , R, R,9/23/66,"Commack, NY"
122,11,11,4.34,31,31,0,1882,189,86,122,orioles,90,pete harnisch,pitcher,"Ht: 6'0""", 228lbs , R, R,9/23/66,"Commack, NY"
122,12,9,270,33,33,0,2162,189,83,172,astros,91,pete harnisch,pitcher,"Ht: 6'0""", 228lbs , R, R,9/23/66,"Commack, NY"
122,9,10,3.70,34,34,0,2062,182,64,164,astros,92,pete harnisch,pitcher,"Ht: 6'0""", 228lbs , R, R,9/23/66,"Commack, NY"
122,16,9,298,33,33,0,217.2,171,79,185,astros,93,pete harnisch,pitcher,"Ht: 6'0""", 228lbs , R, R,9/23/66,"Commack, NY"
122,8,5,540,17,17,0,95.0,100,39,62,astros,94,pete harnisch,pitcher,"Ht: 6'0""", 228lbs , R, R,9/23/66,"Commack, NY"
122,8,12,421,31,31,0,1942,195,61,114,reds,96,pete harnisch,pitcher,"Ht: 6'0""", 228lbs , R, R,9/23/66,"Commack, NY"
122,8,12,421,31,31,0,1942,195,61,114,mets,96,pete harnisch,pitcher,"Ht: 6'0""", 228lbs , R, R,9/23/66,"Commack, NY"
122,473.14,3232200.,1761,NA,NA,NA,NA,NA,NA,NA,reds,98,pete harnisch,pitcher,"Ht: 6'0""", 228lbs , R, R,9/23/66,"Commack, NY"
122,473.14,3232200.,1761,NA,NA,NA,NA,NA,NA,NA,mets,98,pete harnisch,pitcher,"Ht: 6'0""", 228lbs , R, R,9/23/66,"Commack, NY"
125,0,0,1125,2,0,0,40,5,5,6,dodgers,94,8,pitcher,Ht: ger, 204lbs, R, Fi Born 8/80/78 Kong tu Oy Kore £ ie ite cal,NA,NA
125,0,0,450,2,1,0,40,2,2,7,dodgers,95,8,pitcher,Ht: ger, 204lbs, R, Fi Born 8/80/78 Kong tu Oy Kore £ ie ite cal,NA,NA
125,5,5,364,48,10,0,1082,82,71,119,dodgers,96,8,pitcher,Ht: ger, 204lbs, R, Fi Born 8/80/78 Kong tu Oy Kore £ ie ite cal,NA,NA
125,14,8,3.38,32,29,09,192.0,149,70,166,dodgers,97,8,pitcher,Ht: ger, 204lbs, R, Fi Born 8/80/78 Kong tu Oy Kore £ ie ite cal,NA,NA
125,15,9,371,34,34,0,2202,199,97,191,dodgers,98,8,pitcher,Ht: ger, 204lbs, R, Fi Born 8/80/78 Kong tu Oy Kore £ ie ite cal,NA,NA
131,2,3,867,6,6,0,270,39,12,9,twins,95,latroy hawkins,pitcher,"Ht: 6'5""", 204lbs , R, R,12/21/72,"Gary, IN "
131,1,1,820,7,6,0,21,42,9,4,twins,93,latroy hawkins,pitcher,"Ht: 6'5""", 204lbs , R, R,12/21/72,"Gary, IN "
131,6,12,584,20,20,0,1031,134,47,58,twins,97,latroy hawkins,pitcher,"Ht: 6'5""", 204lbs , R, R,12/21/72,"Gary, IN "
131,7,14,5.25,33,33,0,190.1,227,61,105,twins,8,latroy hawkins,pitcher,"Ht: 6'5""", 204lbs , R, R,12/21/72,"Gary, IN "
134,6,3,462015,11,0,74.0,70285,6,NA,NA,angels,98,jarrod washburn,pitcher,"Ht: 61""", 200lbs , L, L,8/13/74,"La Croe, WI "
134,6,3,462015,11,0,74.0,70285,6,NA,NA,rangers,98,jarrod washburn,pitcher,"Ht: 61""", 200lbs , L, L,8/13/74,"La Croe, WI "
140,0,0,24,3,1,0,71,5,3,3,blue jays,91,pat hentgen,pitcher,NA,NA,NA,NA,NA,NA
140,5,2,536,28,2,0,50.1,49,32,39,blue jays,92,pat hentgen,pitcher,NA,NA,NA,NA,NA,NA
140,19,9,3.87,34,32,0,2161,215,74,122,blue jays,93,pat hentgen,pitcher,NA,NA,NA,NA,NA,NA
140,13,8,340,24,24,0,1742,158,59,147,blue jays,94,pat hentgen,pitcher,NA,NA,NA,NA,NA,NA
140,10,14,511,30,30,0,200.2,236,90,135,blue jays,95,pat hentgen,pitcher,NA,NA,NA,NA,NA,NA
140,20,10,3.22,35,35,0,2652,238,94,177,blue jays,96,pat hentgen,pitcher,NA,NA,NA,NA,NA,NA
140,15,10,3.68,35,35,0,2640,253,71,160,blue jays,97,pat hentgen,pitcher,NA,NA,NA,NA,NA,NA
140,12,11,517,29,29,0,177.2,208,69,94,blue jays,98,pat hentgen,pitcher,NA,NA,NA,NA,NA,NA
141,0,0,1246,2,1,0,41,8,6,4,braves,89,kent mercker,pitcher,"Ht: 6'2""", 200 Ibs , L, L,2/1/88,"Dublin, OH "
141,4,7,317,36,0,7,481,43,24,39,braves,90,kent mercker,pitcher,"Ht: 6'2""", 200 Ibs , L, L,2/1/88,"Dublin, OH "
141,5,3.258,50,4,6,731,56,3,62,NA,braves,91,kent mercker,pitcher,"Ht: 6'2""", 200 Ibs , L, L,2/1/88,"Dublin, OH "
141,9,2,342,53,0,6,681,51,3,49,braves,92,kent mercker,pitcher,"Ht: 6'2""", 200 Ibs , L, L,2/1/88,"Dublin, OH "
141,3,1,286,43,6,0,66.0,52,36,59,braves,93,kent mercker,pitcher,"Ht: 6'2""", 200 Ibs , L, L,2/1/88,"Dublin, OH "
141,9,4,345,20,17,0,1121,90,45,111,braves,94,kent mercker,pitcher,"Ht: 6'2""", 200 Ibs , L, L,2/1/88,"Dublin, OH "
141,7,8,415,29,26,0,1430,140,61,102,braves,95,kent mercker,pitcher,"Ht: 6'2""", 200 Ibs , L, L,2/1/88,"Dublin, OH "
141,8,11,392,28,25,0,1442,135,62,75,reds,97,kent mercker,pitcher,"Ht: 6'2""", 200 Ibs , L, L,2/1/88,"Dublin, OH "
141,8,11,392,28,25,0,1442,135,62,75,mets,97,kent mercker,pitcher,"Ht: 6'2""", 200 Ibs , L, L,2/1/88,"Dublin, OH "
141,11,11,5.07,30,29,0,161.2,199,53,72,cardinals,98,kent mercker,pitcher,"Ht: 6'2""", 200 Ibs , L, L,2/1/88,"Dublin, OH "
145,1,2,596,8,3,0,222,29,5,19,red sox,95,jeff suppan,pitcher,"Ht: 6'2""", 210 Ibs , R, R,1/2/75,"Oklahoma City, OK "
145,1,2,596,8,3,0,222,29,5,19,reds,95,jeff suppan,pitcher,"Ht: 6'2""", 210 Ibs , R, R,1/2/75,"Oklahoma City, OK "
145,7,3,569,23,22,0,1121,140,36,67,red sox,97,jeff suppan,pitcher,"Ht: 6'2""", 210 Ibs , R, R,1/2/75,"Oklahoma City, OK "
145,7,3,569,23,22,0,1121,140,36,67,reds,97,jeff suppan,pitcher,"Ht: 6'2""", 210 Ibs , R, R,1/2/75,"Oklahoma City, OK "
147,2,55,NA,NA,NA,NA,NA,NA,NA,NA,padres,9,matt clement,pitcher,"Ht: 6'3""", 195 Ibs , R, R,8/12/74,"McCandle Township, PA"
149,0,0,556,1,0,0,222,29,13,21,royals,86,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,5,6,371,21,13,1,991,87,44,68,reds,87,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,5,6,371,21,13,1,991,87,44,68,mets,87,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,20,3,222,35,28,0,231.1,178,80,213,reds,88,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,20,3,222,35,28,0,231.1,178,80,213,mets,88,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,14,8,362,34,33,09,2192,183,74,190,reds,89,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,14,8,362,34,33,09,2192,183,74,190,mets,89,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,14,10,323,31,30,0,211.2,177,65,233,reds,90,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,14,10,323,31,30,0,211.2,177,65,233,mets,90,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,14,14,3.29,34,34,0,2322,204,73,241,reds,91,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,14,14,3.29,34,34,0,2322,204,73,241,mets,91,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,17,10,281,35,34,0,2492,201,111,261,mets,92,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,11,14,3.33,34,34,0,254.0,205,114,191,royals,93,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,16,5,294,23,23,0,1712,130,54,132,royals,94,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,7,2,288,11,11,0,720,50,34,71,yankees,96,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,12,6,282,29,29,09,195.0,155,86,222,yankees,97,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
149,20,7,3.55,31,31,0,207.2,186,59,209,yankees,88,david cone,pitcher,"Ht: 6'1""", 190Ibs , L, R,1/2/63,"Kansas City, MO "
152,1,3,350,41,0,1,461,38,18,48,athletics,94,billy taylor,pitcher,NA,NA,NA,NA,NA,NA
152,6,3,433,55,0,17,601,52,25,67,athletics,96,billy taylor,pitcher,NA,NA,NA,NA,NA,NA
152,3,4,3.82,72,0,23,73.0,70,36,66,athletics,97,billy taylor,pitcher,NA,NA,NA,NA,NA,NA
152,4,9,358,70,0,33,730,71,22,58,athletics,98,billy taylor,pitcher,NA,NA,NA,NA,NA,NA
158,1,3,603,66,5,0,34,38,15,17,orioles,87,jose mesa,pitcher,"Ht: 6°3""", 225ibs , R, R,5/22/66,"Azua, D "
158,3,2,386,7,7,0,462,37,27,24,orioles,90,jose mesa,pitcher,"Ht: 6°3""", 225ibs , R, R,5/22/66,"Azua, D "
158,6,11,597,23,23,0,123.2,151,62,64,orioles,91,jose mesa,pitcher,"Ht: 6°3""", 225ibs , R, R,5/22/66,"Azua, D "
158,10,12,492,34,33,00,2082,232,62,118,indians,93,jose mesa,pitcher,"Ht: 6°3""", 225ibs , R, R,5/22/66,"Azua, D "
158,7,5,382,51,0,2,730,71,26,63,indians,94,jose mesa,pitcher,"Ht: 6°3""", 225ibs , R, R,5/22/66,"Azua, D "
158,3,0,113,62,0,46,640,49,17,58,indians,95,jose mesa,pitcher,"Ht: 6°3""", 225ibs , R, R,5/22/66,"Azua, D "
158,2,7,373,68,0,39,721,69,28,64,indians,96,jose mesa,pitcher,"Ht: 6°3""", 225ibs , R, R,5/22/66,"Azua, D "
158,4,4,240,66,0,16,821,83,28,69,indians,97,jose mesa,pitcher,"Ht: 6°3""", 225ibs , R, R,5/22/66,"Azua, D "
158,8,7,457,76,0,1,842,91,38,63,indians,93,jose mesa,pitcher,"Ht: 6°3""", 225ibs , R, R,5/22/66,"Azua, D "
159,7,2,274,18,18,0,1112,100,48,93,red sox,93,aaron sele,pitcher,NA,NA,NA,NA,NA,NA
159,7,2,274,18,18,0,1112,100,48,93,reds,93,aaron sele,pitcher,NA,NA,NA,NA,NA,NA
159,8,7,383,22,22,0,1431,140,60,105,red sox,94,aaron sele,pitcher,NA,NA,NA,NA,NA,NA
159,8,7,383,22,22,0,1431,140,60,105,reds,94,aaron sele,pitcher,NA,NA,NA,NA,NA,NA
159,3,1,306,6,6,0,321,32,14,21,red sox,95,aaron sele,pitcher,NA,NA,NA,NA,NA,NA
159,3,1,306,6,6,0,321,32,14,21,reds,95,aaron sele,pitcher,NA,NA,NA,NA,NA,NA
159,7,11,532,29,29,0,157.1,192,67,137,red sox,96,aaron sele,pitcher,NA,NA,NA,NA,NA,NA
159,7,11,532,29,29,0,157.1,192,67,137,reds,96,aaron sele,pitcher,NA,NA,NA,NA,NA,NA
159,13,12,538,33,33,0,177.1,196,80,122,red sox,97,aaron sele,pitcher,NA,NA,NA,NA,NA,NA
159,13,12,538,33,33,0,177.1,196,80,122,reds,97,aaron sele,pitcher,NA,NA,NA,NA,NA,NA
159,19,11,4.23,33,33,0,2122,239,84,187,angels,98,aaron sele,pitcher,NA,NA,NA,NA,NA,NA
159,19,11,4.23,33,33,0,2122,239,84,187,rangers,98,aaron sele,pitcher,NA,NA,NA,NA,NA,NA
162,3,7,393,50,7,0,1182,118,46,83,angels,97,shigetoshi hasegawa,pitcher,"Ht: 5°14""", 171 Ibs , R," 8 Kobe, Japan arte ee",NA,NA
162,3,7,393,50,7,0,1182,118,46,83,rangers,97,shigetoshi hasegawa,pitcher,"Ht: 5°14""", 171 Ibs , R," 8 Kobe, Japan arte ee",NA,NA
162,8,3,314,61,0,5,071,86,32,73,angels,98,shigetoshi hasegawa,pitcher,"Ht: 5°14""", 171 Ibs , R," 8 Kobe, Japan arte ee",NA,NA
162,8,3,314,61,0,5,071,86,32,73,rangers,98,shigetoshi hasegawa,pitcher,"Ht: 5°14""", 171 Ibs , R," 8 Kobe, Japan arte ee",NA,NA
168,2,4,4.24,12,12,0,680,66,29,41,cardinals,97,manny aybar,pitcher,"Ht: 6'1""", 165lbs , R, R,10/5/74,"Bani, D "
168,6,6,598,20,14,0,811,90,42,557,cardinals,98,manny aybar,pitcher,"Ht: 6'1""", 165lbs , R, R,10/5/74,"Bani, D "
171,7,5,522,18,18,0,101.2,120,27,47,angels,94,brian anderson,pitcher,"Ht: 6'1""", 190, B, L,4/26/72,"Geneva, Ohio ident"
171,7,5,522,18,18,0,101.2,120,27,47,rangers,94,brian anderson,pitcher,"Ht: 6'1""", 190, B, L,4/26/72,"Geneva, Ohio ident"
171,646,8,4587,18,17,0,992,110,30,45,angels,95,brian anderson,pitcher,"Ht: 6'1""", 190, B, L,4/26/72,"Geneva, Ohio ident"
171,646,8,4587,18,17,0,992,110,30,45,rangers,95,brian anderson,pitcher,"Ht: 6'1""", 190, B, L,4/26/72,"Geneva, Ohio ident"
171,3,1,491,10,9,0,511,58,14,21,indians,96,brian anderson,pitcher,"Ht: 6'1""", 190, B, L,4/26/72,"Geneva, Ohio ident"
171,4,2,469,8,8,0,480,55,11,2,indians,97,brian anderson,pitcher,"Ht: 6'1""", 190, B, L,4/26/72,"Geneva, Ohio ident"
178,1,62,287,4,2,0,20,28,8,18,orioles,76,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,14,7,410,42,13,4,1870,157,64,107,orioles,77,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,16,11,352,40,38,0,2760,257,93,142,orioles,78,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,15,16,367,40,39,0,2970,279,78,132,orioles,79,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,6,4,396,25,12,1,1000,103,44,42,orioles,80,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,14,5,332,2,24,0,1790,173,62,89,orioles,81,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,16,12,421,40,39,0,2520,262,87,11,orioles,82,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,7,16,553,32,25,0,1530,209,45,71,orioles,83,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,86,9,502,34,20,0,1412,145,37,77,orioles,84,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,13,11,515,33,31,0,1800,203,63,8,orioles,85,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,41,4,330,22,22,0,1482,133,40,84,expos,87,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,15,13,272,34,34,0,2351,21,55,120,expos,88,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,16,7,318,34,33,0,2320,227,49,142,expos,89,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,10,11,295,32,32,0,2260,191,49,156,expos,90,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,14,11,239,31,31,0,220,17,2,13,expos,91,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,15,6,9,785,35,3412042,211,64,138,NA,expos,93,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,1,5,71,9,9,90,490,6,29,7,mariners,97,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,1,5,71,9,9,90,490,6,29,7,marlins,97,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
178,4,6445321010919,NA,NA,NA,NA,NA,NA,NA,NA,braves,98,dennis martinez,pitcher,"Ht: 6'1""", 180, A, R,5/14/55,"Grenada, Nicaragua pees"
187,3,4,293,73,0,2,732,60,42,63,angels,89,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,3,4,293,73,0,2,732,60,42,63,rangers,89,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,10,6,343,69,3,15,97.2,93,42,74,angels,90,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,10,6,343,69,3,15,97.2,93,42,74,rangers,90,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,10,10,542,63,9,5,1092,121,61,73,angels,91,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,10,10,542,63,9,5,1092,121,61,73,rangers,91,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,3,6,309,81,0,6,782,80,26,70,angels,92,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,3,6,309,81,0,6,782,80,26,70,rangers,92,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,16,10,4.10,35,33,0,2081,210,71,140,angels,93,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,16,10,4.10,35,33,0,2081,210,71,140,rangers,93,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,11,8,446,24,24,0,167.1,169,52,120,angels,94,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,11,8,446,24,24,0,167.1,169,52,120,rangers,94,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,17,7,338,31,31,0,2080,192,76,140,angels,95,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,17,7,338,31,31,0,2080,192,76,140,rangers,95,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,12,8,468,30,30,0,1790,179,83,92,yankees,96,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,6,7,565,31,22,0,1450,161,62,78,yankees,97,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
187,16,8,3.17,34,34,0,238.2,215,67,138,athletics,98,kenny rogers,pitcher,"Ht: 61""", 205, L, L,11/10/64,"Savannah, Ga"
192,13,17,4.34,933,33,0,2030,214,69,115,blue jays,90,TODD STOTTLEDIVAE,pitcher,"Ht: 6'3""", 200lbs , L, R,5/20/65,"Yakima, WA"
192,12,11,450,28,27,0,1740,175,63,98,blue jays,92,TODD STOTTLEDIVAE,pitcher,"Ht: 6'3""", 200lbs , L, R,5/20/65,"Yakima, WA"
192,11,12,484,30,28,0,1762,204,69,98,blue jays,93,TODD STOTTLEDIVAE,pitcher,"Ht: 6'3""", 200lbs , L, R,5/20/65,"Yakima, WA"
192,7,7,422,26,19,1,140.2,149,48,105,blue jays,94,TODD STOTTLEDIVAE,pitcher,"Ht: 6'3""", 200lbs , L, R,5/20/65,"Yakima, WA"
192,14,7,455,31,31,0,209.2,228,80,205,athletics,95,TODD STOTTLEDIVAE,pitcher,"Ht: 6'3""", 200lbs , L, R,5/20/65,"Yakima, WA"
192,14,11,387,34,33,0,2231,191,93,194,cardinals,96,TODD STOTTLEDIVAE,pitcher,"Ht: 6'3""", 200lbs , L, R,5/20/65,"Yakima, WA"
192,12,9,388,28,28,09,181.0,155,65,160,cardinals,97,TODD STOTTLEDIVAE,pitcher,"Ht: 6'3""", 200lbs , L, R,5/20/65,"Yakima, WA"
194,1,0,360,1,1,0,50,6,9,4,angels,86,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,1,0,360,1,1,0,50,6,9,4,rangers,86,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,1,1,424,4,4,0,21,33,8,12,angels,88,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,1,1,424,4,4,0,21,33,8,12,rangers,88,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,12,9,3.35,28,28,0,191.0,167,70,104,angels,89,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,12,9,3.35,28,28,0,191.0,167,70,104,rangers,89,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,9,12,440,33,33,0,2102,233,90,96,angels,91,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,9,12,440,33,33,0,2102,233,90,96,rangers,91,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,21,11,3.32,35,35,0,2652,262,76,173,angels,92,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,21,11,3.32,35,35,0,2652,262,76,173,rangers,92,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,15,12,359,34,34,90,233.0,228,74,142,angels,93,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,15,12,359,34,34,90,233.0,228,74,142,rangers,93,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,7,9,482,26,25,0,170.0,218,50,123,angels,94,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
194,7,9,482,26,25,0,170.0,218,50,123,rangers,94,kevin brown,pitcher,Ht: 6'4°, 200, R, R,3/14/65,"Mcintyre, Ga  = esis"
